"Geplande groep";"Geplande groep";"Geplande groep";"Geplande groep";"Geplande groep";"Geroosterde lessen";"Realisatie lessen";"Realisatie lessen";"Realisatie lessen";"Realisatie lessen";"Realisatie lessen";"Realisatie lessen";"Uitval lessen";"Uitval lessen";"Uitval lessen";"Uitval lessen";"Uitval lessen";"Uitval lessen";"Weken (2026)";"Weken (2026)";"Weken (2026)";"Weken (2026)"
"Afdeling";"Pakketgroep";"Vak";"Lesgroep";"Sectie";"Totaal aantal geroosterde lessen";"Gegeven door geplande docent";"Gegeven door vervanger";"Gegeven zonder docent";"Totaal aantal gegeven lessen";"Percentage gegeven door vervanger";"Percentage gegeven zonder docent";"Uitval door te weinig leerlingen";"Uitval door te weinig docenten";"Uitval door gewijzigde planning";"Uitval zonder reden";"Totaal aantal uitgevallen lessen";"Percentage totaal aantal uitgevallen lessen";"35";"36";"37";"38"
"3h";"nee";"lo";"3h.3ha";"LO";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3h";"nee";"lo";"3h.3hb";"LO";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3h";"nee";"lo";"3h.3hc";"LO";"6";"2";"0";"0";"2";"0%";"0%";"0";"2";"2";"0";"4";"66,7%";"";"0";"2";"0"
"3v";"nee";"lo";"3v.3vc";"LO";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3v";"nee";"lo";"3v.3vd";"LO";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"3v";"nee";"lo";"3v.3ve";"LO";"6";"2";"0";"0";"2";"0%";"0%";"0";"2";"2";"0";"4";"66,7%";"";"0";"2";"0"
"3vp";"nee";"lo";"3vp.3va";"LO";"6";"2";"0";"0";"2";"0%";"0%";"0";"2";"2";"0";"4";"66,7%";"";"0";"2";"0"
"3vp";"nee";"lo";"3vp.3vb";"LO";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4h";"nee";"lo";"4h.lo1";"LO";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4h";"nee";"lo";"4h.lo2";"LO";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4h";"nee";"lo";"4h.lo3";"LO";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"lo";"4v.lo1";"LO";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"lo";"4v.lo2";"LO";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"lo";"4v.lo3";"LO";"6";"2";"0";"0";"2";"0%";"0%";"0";"2";"2";"0";"4";"66,7%";"";"0";"2";"0"
"4v";"nee";"lo";"4v.lo4";"LO";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"5h";"nee";"lo";"5h.lo1";"LO";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"5h";"nee";"lo";"5h.lo2";"LO";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"5h";"nee";"lo";"5h.lo3";"LO";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"5h";"nee";"lo";"5h.lo4";"LO";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"5v";"nee";"lo";"5v.lo1";"LO";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"5v";"nee";"lo";"5v.lo2";"LO";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"5v";"nee";"lo";"5v.lo3";"LO";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"5v";"nee";"lo";"5v.lo4";"LO";"6";"2";"0";"0";"2";"0%";"0%";"0";"4";"0";"0";"4";"66,7%";"";"0";"0";"2"
"6v";"nee";"lo";"6v.lo1";"LO";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"6v";"nee";"lo";"6v.lo2";"LO";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"6v";"nee";"lo";"6v.lo3";"LO";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"6v";"nee";"lo";"6v.lo4";"LO";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"4h";"nee";"maat";"4h.maat1";"maat";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4h";"nee";"maat";"4h.maat2";"maat";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"4h";"nee";"maat";"4h.maat3";"maat";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"4v";"nee";"maat";"4v.maat1";"maat";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"maat";"4v.maat2";"maat";"6";"4";"0";"0";"4";"0%";"0%";"0";"1";"1";"0";"2";"33,3%";"";"1";"2";"1"
"4v";"nee";"maat";"4v.maat3";"maat";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"4v";"nee";"maat";"4v.maat4";"maat";"6";"4";"0";"0";"4";"0%";"0%";"0";"1";"1";"0";"2";"33,3%";"";"1";"2";"1"
"1h";"nee";"med";"1h.1ha";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1v";"nee";"med";"1v.1vb";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1v";"nee";"med";"1v.1vc";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1v";"nee";"med";"1v.1vd";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1vh";"nee";"med";"1vh.1ba";"te&hndv&med";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1vh";"nee";"med";"1vh.1bb";"te&hndv&med";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1vh";"nee";"med";"1vh.1bc";"te&hndv&med";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1vp";"nee";"med";"1vp.1va";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2h";"nee";"med";"2h.2ha";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2h";"nee";"med";"2h.2hb";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2h";"nee";"med";"2h.2hc";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2h";"nee";"med";"2h.2hd";"te&hndv&med";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"2v";"nee";"med";"2v.2vb";"te&hndv&med";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2v";"nee";"med";"2v.2vc";"te&hndv&med";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2v";"nee";"med";"2v.2vd";"te&hndv&med";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2v";"nee";"med";"2v.2ve";"te&hndv&med";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2vp";"nee";"med";"2vp.2va";"te&hndv&med";"3";"2";"0";"0";"2";"0%";"0%";"0";"1";"0";"0";"1";"33,3%";"";"1";"1";"0"
"1h";"nee";"men";"1h.1ha";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1v";"nee";"men";"1v.1vb";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1v";"nee";"men";"1v.1vc";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1v";"nee";"men";"1v.1vd";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1vh";"nee";"men";"1vh.1ba";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1vh";"nee";"men";"1vh.1bb";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1vh";"nee";"men";"1vh.1bc";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1vp";"nee";"men";"1vp.1va";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2h";"nee";"men";"2h.2ha";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2h";"nee";"men";"2h.2hb";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2h";"nee";"men";"2h.2hc";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2h";"nee";"men";"2h.2hd";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2v";"nee";"men";"2v.2vb";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"1";"0";"0";"1";"33,3%";"";"1";"1";"0"
"2v";"nee";"men";"2v.2vc";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2v";"nee";"men";"2v.2vd";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2v";"nee";"men";"2v.2ve";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2vp";"nee";"men";"2vp.2va";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3h";"nee";"men";"3h.3ha";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3h";"nee";"men";"3h.3hb";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3h";"nee";"men";"3h.3hc";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3v";"nee";"men";"3v.3vc";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3v";"nee";"men";"3v.3vd";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3v";"nee";"men";"3v.3ve";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3vp";"nee";"men";"3vp.3va";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3vp";"nee";"men";"3vp.3vb";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"4h";"nee";"men";"4h.4ha";"men";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"4h";"nee";"men";"4h.4hb";"men";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4h";"nee";"men";"4h.4hc";"men";"6";"3";"0";"0";"3";"0%";"0%";"0";"2";"1";"0";"3";"50%";"";"1";"2";"0"
"4v";"nee";"men";"4v.4va";"men";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"men";"4v.4vb";"men";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"men";"4v.4vc";"men";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"4v";"nee";"men";"4v.4vd";"men";"6";"5";"0";"0";"5";"0%";"0%";"0";"0";"1";"0";"1";"16,7%";"";"1";"2";"2"
"5h";"nee";"men";"5h.men1";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"5h";"nee";"men";"5h.men2";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"5h";"nee";"men";"5h.men3";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"5h";"nee";"men";"5h.men4";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"5h";"nee";"men";"5h.men5";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"5h";"nee";"men";"5h.men6";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"5h";"nee";"men";"5h.men7";"men";"3";"1";"0";"0";"1";"0%";"0%";"0";"1";"1";"0";"2";"66,7%";"";"0";"0";"1"
"5v";"nee";"men";"5v.5va";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"5v";"nee";"men";"5v.5vb";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"5v";"nee";"men";"5v.5vc";"men";"3";"1";"0";"0";"1";"0%";"0%";"0";"1";"1";"0";"2";"66,7%";"";"0";"1";"0"
"5v";"nee";"men";"5v.5vd";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"6v";"nee";"men";"6v.men1";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"6v";"nee";"men";"6v.men2";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"6v";"nee";"men";"6v.men3";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"6v";"nee";"men";"6v.men4";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"6v";"nee";"men";"6v.men5";"men";"3";"1";"0";"0";"1";"0%";"0%";"0";"1";"1";"0";"2";"66,7%";"";"0";"0";"1"
"6v";"nee";"men";"6v.men6";"men";"3";"1";"0";"0";"1";"0%";"0%";"0";"1";"1";"0";"2";"66,7%";"";"0";"0";"1"
"6v";"nee";"men";"6v.men7";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"6v";"nee";"men";"6v.men8";"men";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"4h";"nee";"mod";"4h.mod10";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4h";"nee";"mod";"4h.mod12";"";"6";"2";"0";"0";"2";"0%";"0%";"0";"2";"2";"0";"4";"66,7%";"";"0";"0";"2"
"4h";"nee";"mod";"4h.mod15";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4h";"nee";"mod";"4h.mod16";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4h";"nee";"mod";"4h.mod18";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4h";"nee";"mod";"4h.mod19";"";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"4h";"nee";"mod";"4h.mod2";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4h";"nee";"mod";"4h.mod20";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4h";"nee";"mod";"4h.mod21";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4h";"nee";"mod";"4h.mod23";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4h";"nee";"mod";"4h.mod24";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4h";"nee";"mod";"4h.mod26";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4h";"nee";"mod";"4h.mod3";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4h";"nee";"mod";"4h.mod4";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4h";"nee";"mod";"4h.mod5";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4h";"nee";"mod";"4h.mod7";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4h";"nee";"mod";"4h.mod8";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4h";"nee";"mod";"4h.mod9";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4v";"nee";"mod";"4v.mod10";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4v";"nee";"mod";"4v.mod12";"";"6";"2";"0";"0";"2";"0%";"0%";"0";"2";"2";"0";"4";"66,7%";"";"0";"0";"2"
"4v";"nee";"mod";"4v.mod15";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4v";"nee";"mod";"4v.mod16";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4v";"nee";"mod";"4v.mod18";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"mod";"4v.mod19";"";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"4v";"nee";"mod";"4v.mod2";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"mod";"4v.mod20";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"mod";"4v.mod21";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"mod";"4v.mod23";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"mod";"4v.mod24";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4v";"nee";"mod";"4v.mod26";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"mod";"4v.mod3";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"mod";"4v.mod4";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"mod";"4v.mod5";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4v";"nee";"mod";"4v.mod7";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"4v";"nee";"mod";"4v.mod8";"";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"mod";"4v.mod9";"";"0";"0";"0";"0";"0";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"0";"0";"0"
"1h";"nee";"mu";"1h.1ha";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1v";"nee";"mu";"1v.1vb";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1v";"nee";"mu";"1v.1vc";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1v";"nee";"mu";"1v.1vd";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1vh";"nee";"mu";"1vh.1ba";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1vh";"nee";"mu";"1vh.1bb";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1vh";"nee";"mu";"1vh.1bc";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"1vp";"nee";"mu";"1vp.1va";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2h";"nee";"mu";"2h.2ha";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"1";"0";"0";"1";"33,3%";"";"0";"1";"1"
"2h";"nee";"mu";"2h.2hb";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2h";"nee";"mu";"2h.2hc";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2h";"nee";"mu";"2h.2hd";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2v";"nee";"mu";"2v.2vb";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2v";"nee";"mu";"2v.2vc";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"1";"0";"0";"1";"33,3%";"";"0";"1";"1"
"2v";"nee";"mu";"2v.2vd";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"1";"0";"0";"1";"33,3%";"";"0";"1";"1"
"2v";"nee";"mu";"2v.2ve";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"2vp";"nee";"mu";"2vp.2va";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3h";"nee";"mu";"3h.3ha";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3h";"nee";"mu";"3h.3hb";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3h";"nee";"mu";"3h.3hc";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3v";"nee";"mu";"3v.3vc";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3v";"nee";"mu";"3v.3vd";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3v";"nee";"mu";"3v.3ve";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3vp";"nee";"mu";"3vp.3va";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"3vp";"nee";"mu";"3vp.3vb";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"4h";"nee";"mu";"4h.mu1";"mu";"6";"4";"0";"0";"4";"0%";"0%";"0";"2";"0";"0";"2";"33,3%";"";"0";"2";"2"
"4v";"nee";"mu";"4v.mu1";"mu";"6";"4";"0";"0";"4";"0%";"0%";"0";"2";"0";"0";"2";"33,3%";"";"0";"2";"2"
"5h";"nee";"mu";"5h.mu1";"mu";"6";"4";"0";"0";"4";"0%";"0%";"0";"0";"2";"0";"2";"33,3%";"";"0";"2";"2"
"5v";"nee";"mu";"5v.mu1";"mu";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"6v";"nee";"mu";"6v.mu1";"mu";"6";"6";"0";"0";"6";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"2";"2";"2"
"4h";"nee";"mut";"4h.mut1";"mu";"3";"2";"0";"0";"2";"0%";"0%";"0";"0";"1";"0";"1";"33,3%";"";"0";"1";"1"
"4v";"nee";"mut";"4v.mut1";"";"3";"2";"0";"0";"2";"0%";"0%";"0";"1";"0";"0";"1";"33,3%";"";"0";"1";"1"
"5h";"nee";"mut";"5h.mut1";"mu";"3";"3";"0";"0";"3";"0%";"0%";"0";"0";"0";"0";"0";"0%";"";"1";"1";"1"
